Extract_Date,Report_Period,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
"2018, April 18, Wednesday 03:12:41 PM","2017, May 01, Monday 12:00:00 AM",TBIT,Arrival,Domestic,7861
"2018, April 18, Wednesday 03:12:41 PM","2010, October 01, Friday 12:00:00 AM",T2,Departure,International,198123
"2018, April 18, Wednesday 03:12:41 PM","2013, August 01, Thursday 12:00:00 AM",T6,Departure,International,66557
"2018, April 18, Wednesday 03:12:41 PM","2008, June 01, Sunday 12:00:00 AM",T8,Departure,International,4873
"2019, November 14, Thursday 03:00:43 PM","2019, October 01, Tuesday 12:00:00 AM",T3,Arrival,International,31959
"2019, April 10, Wednesday 06:01:25 AM","2019, March 01, Friday 12:00:00 AM",T3,Departure,International,58816
"2018, April 18, Wednesday 03:12:41 PM","2010, January 01, Friday 12:00:00 AM",T6,Arrival,Domestic,177973
"2019, January 30, Wednesday 07:34:09 AM","2018, December 01, Saturday 12:00:00 AM",T7,Arrival,Domestic,345586
"2018, April 18, Wednesday 03:12:41 PM","2009, August 01, Saturday 12:00:00 AM",T3,Departure,Domestic,180363
"2018, April 18, Wednesday 03:12:41 PM","2008, February 01, Friday 12:00:00 AM",T7,Departure,International,39270
"2018, April 18, Wednesday 03:12:41 PM","2010, August 01, Sunday 12:00:00 AM",T3,Departure,Domestic,189788
"2018, April 18, Wednesday 03:12:41 PM","2014, December 01, Monday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,49371
"2018, April 18, Wednesday 03:12:41 PM","2007, September 01, Saturday 12:00:00 AM",T5,Departure,International,28901
"2018, April 18, Wednesday 03:12:41 PM","2008, August 01, Friday 12:00:00 AM",T1,Arrival,Domestic,439991
"2018, April 18, Wednesday 03:12:41 PM","2007, November 01, Thursday 12:00:00 AM",T2,Arrival,Domestic,95882
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",T8,Arrival,International,3514
"2018, April 18, Wednesday 03:12:41 PM","2016, September 01, Thursday 12:00:00 AM",T5,Arrival,International,62078
"2018, April 18, Wednesday 03:12:41 PM","2008, October 01, Wednesday 12:00:00 AM",T8,Arrival,International,4963
"2018, April 18, Wednesday 03:12:41 PM","2008, August 01, Friday 12:00:00 AM",T5,Departure,Domestic,204878
"2019, August 23, Friday 03:41:00 PM","2019, July 01, Monday 12:00:00 AM",T3,Departure,International,51985
"2018, April 18, Wednesday 03:12:41 PM","2018, January 01, Monday 12:00:00 AM",T8,Departure,Domestic,91112
"2021, April 01, Thursday 09:37:48 AM","2021, February 01, Monday 12:00:00 AM",T4,Arrival,Domestic,124689
"2018, April 18, Wednesday 03:12:41 PM","2009, September 01, Tuesday 12:00:00 AM",TBIT,Departure,International,309742
"2018, April 18, Wednesday 03:12:41 PM","2006, December 01, Friday 12:00:00 AM",T7,Arrival,International,31720
"2018, April 18, Wednesday 03:12:41 PM","2015, November 01, Sunday 12:00:00 AM",T3,Arrival,Domestic,283973
"2018, April 18, Wednesday 03:12:41 PM","2012, March 01, Thursday 12:00:00 AM",T6,Arrival,International,14127
"2018, April 18, Wednesday 03:12:41 PM","2015, April 01, Wednesday 12:00:00 AM",T7,Departure,International,35805
"2019, May 28, Tuesday 06:24:45 AM","2019, April 01, Monday 12:00:00 AM",T4,Departure,Domestic,353728
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T3,Arrival,International,16518
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",TBIT,Arrival,International,428534
"2018, April 18, Wednesday 03:12:41 PM","2015, October 01, Thursday 12:00:00 AM",T8,Arrival,International,6607
"2018, April 18, Wednesday 03:12:41 PM","2015, February 01, Sunday 12:00:00 AM",T2,Departure,International,136066
"2018, April 18, Wednesday 03:12:41 PM","2007, January 01, Monday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,598
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,432244
"2018, April 18, Wednesday 03:12:41 PM","2010, July 01, Thursday 12:00:00 AM",T8,Departure,International,9875
"2018, April 18, Wednesday 03:12:41 PM","2009, December 01, Tuesday 12:00:00 AM",T6,Departure,International,16626
"2018, April 18, Wednesday 03:12:41 PM","2011, December 01, Thursday 12:00:00 AM",T4,Arrival,International,16977
"2018, October 29, Monday 10:20:51 AM","2018, September 01, Saturday 12:00:00 AM",T8,Departure,International,6884
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",T8,Arrival,Domestic,160869
"2019, November 14, Thursday 03:00:43 PM","2019, October 01, Tuesday 12:00:00 AM",T8,Arrival,Domestic,143217
"2018, April 18, Wednesday 03:12:41 PM","2012, December 01, Saturday 12:00:00 AM",T2,Departure,International,187853
"2018, April 18, Wednesday 03:12:41 PM","2008, July 01, Tuesday 12:00:00 AM",T7,Arrival,Domestic,279531
"2018, April 18, Wednesday 03:12:41 PM","2009, December 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,157
"2018, April 18, Wednesday 03:12:41 PM","2013, March 01, Friday 12:00:00 AM",T7,Arrival,International,55586
"2018, April 18, Wednesday 03:12:41 PM","2010, August 01, Sunday 12:00:00 AM",T8,Arrival,Domestic,166986
"2019, March 14, Thursday 06:45:08 AM","2019, February 01, Friday 12:00:00 AM",T5,Arrival,International,4693
"2018, April 18, Wednesday 03:12:41 PM","2017, January 01, Sunday 12:00:00 AM",TBIT,Arrival,Domestic,10313
"2018, April 18, Wednesday 03:12:41 PM","2015, August 01, Saturday 12:00:00 AM",T8,Arrival,International,6256
"2018, April 18, Wednesday 03:12:41 PM","2016, August 01, Monday 12:00:00 AM",T7,Departure,International,42799
"2018, April 18, Wednesday 03:12:41 PM","2013, September 01, Sunday 12:00:00 AM",T4,Departure,International,36709
"2018, April 18, Wednesday 03:12:41 PM","2017, September 01, Friday 12:00:00 AM",T2,Arrival,Domestic,209788
"2018, April 18, Wednesday 03:12:41 PM","2013, August 01, Thursday 12:00:00 AM",T1,Departure,Domestic,440463
"2019, April 10, Wednesday 06:01:25 AM","2019, March 01, Friday 12:00:00 AM",T3,Arrival,International,29755
"2018, April 18, Wednesday 03:12:41 PM","2018, March 01, Thursday 12:00:00 AM",T2,Departure,Domestic,242129
"2019, June 10, Monday 06:01:29 AM","2019, May 01, Wednesday 12:00:00 AM",T3,Arrival,International,34360
"2018, April 18, Wednesday 03:12:41 PM","2007, August 01, Wednesday 12:00:00 AM",T7,Departure,Domestic,285320
"2018, April 18, Wednesday 03:12:41 PM","2006, September 01, Friday 12:00:00 AM",T7,Arrival,Domestic,241417
"2018, April 18, Wednesday 03:12:41 PM","2013, February 01, Friday 12:00:00 AM",T8,Arrival,International,3432
"2018, April 18, Wednesday 03:12:41 PM","2014, July 01, Tuesday 12:00:00 AM",T5,Departure,Domestic,415770
"2018, April 18, Wednesday 03:12:41 PM","2007, April 01, Sunday 12:00:00 AM",T8,Departure,International,3313
"2018, April 18, Wednesday 03:12:41 PM","2006, February 01, Wednesday 12:00:00 AM",T4,Departure,Domestic,340906
"2018, April 18, Wednesday 03:12:41 PM","2007, September 01, Saturday 12:00:00 AM",T5,Arrival,Domestic,195618
"2020, May 10, Sunday 06:01:34 AM","2020, April 01, Wednesday 12:00:00 AM",T2,Arrival,International,284
"2018, April 18, Wednesday 03:12:41 PM","2015, August 01, Saturday 12:00:00 AM",T2,Departure,Domestic,53586
"2018, July 11, Wednesday 02:24:22 PM","2018, June 01, Friday 12:00:00 AM",T5,Departure,International,701
"2020, June 01, Monday 07:57:59 AM","2020, April 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,27580
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,50
"2018, April 18, Wednesday 03:12:41 PM","2016, June 01, Wednesday 12:00:00 AM",T7,Arrival,Domestic,282776
"2018, April 18, Wednesday 03:12:41 PM","2017, October 01, Sunday 12:00:00 AM",T8,Arrival,Domestic,143928
"2018, April 18, Wednesday 03:12:41 PM","2011, September 01, Thursday 12:00:00 AM",T5,Arrival,Domestic,220619
"2018, April 18, Wednesday 03:12:41 PM","2007, October 01, Monday 12:00:00 AM",T6,Arrival,International,233
"2018, April 18, Wednesday 03:12:41 PM","2008, September 01, Monday 12:00:00 AM",T5,Departure,Domestic,142157
"2020, September 28, Monday 04:07:45 PM","2020, August 01, Saturday 12:00:00 AM",T6,Arrival,Domestic,50225
"2018, April 18, Wednesday 03:12:41 PM","2008, February 01, Friday 12:00:00 AM",T2,Arrival,Domestic,89935
"2020, June 10, Wednesday 06:01:27 AM","2020, May 01, Friday 12:00:00 AM",T6,Departure,Domestic,17063
"2018, April 18, Wednesday 03:12:41 PM","2014, February 01, Saturday 12:00:00 AM",T5,Arrival,Domestic,268274
"2018, April 18, Wednesday 03:12:41 PM","2007, August 01, Wednesday 12:00:00 AM",T3,Arrival,International,26190
"2018, April 18, Wednesday 03:12:41 PM","2017, December 01, Friday 12:00:00 AM",TBIT,Arrival,Domestic,8945
"2018, April 18, Wednesday 03:12:41 PM","2007, March 01, Thursday 12:00:00 AM",T5,Arrival,International,27508
"2018, April 18, Wednesday 03:12:41 PM","2014, May 01, Thursday 12:00:00 AM",T4,Arrival,International,3988
"2018, April 18, Wednesday 03:12:41 PM","2018, February 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,4102
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",T2,Arrival,Domestic,91954
"2018, April 18, Wednesday 03:12:41 PM","2015, May 01, Friday 12:00:00 AM",T8,Departure,International,12728
"2018, April 18, Wednesday 03:12:41 PM","2014, February 01, Saturday 12:00:00 AM",TBIT,Departure,Domestic,4409
"2018, April 18, Wednesday 03:12:41 PM","2016, June 01, Wednesday 12:00:00 AM",T6,Arrival,International,12741
"2018, April 18, Wednesday 03:12:41 PM","2011, May 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,3
"2018, April 18, Wednesday 03:12:41 PM","2006, September 01, Friday 12:00:00 AM",T8,Arrival,Domestic,114518
"2018, April 18, Wednesday 03:12:41 PM","2011, May 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,82
"2018, April 18, Wednesday 03:12:41 PM","2013, April 01, Monday 12:00:00 AM",T6,Departure,International,70690
"2018, April 18, Wednesday 03:12:41 PM","2006, October 01, Sunday 12:00:00 AM",T6,Arrival,International,3569
"2018, April 18, Wednesday 03:12:41 PM","2013, December 01, Sunday 12:00:00 AM",T6,Arrival,Domestic,287416
"2018, April 18, Wednesday 03:12:41 PM","2017, January 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,4637
"2019, May 10, Friday 06:01:23 AM","2019, April 01, Monday 12:00:00 AM",T7,Arrival,Domestic,330358
"2018, October 29, Monday 10:20:51 AM","2018, September 01, Saturday 12:00:00 AM",T3,Departure,International,19587
"2018, April 18, Wednesday 03:12:41 PM","2017, May 01, Monday 12:00:00 AM",T7,Departure,International,43548
"2018, April 18, Wednesday 03:12:41 PM","2014, September 01, Monday 12:00:00 AM",TBIT,Arrival,Domestic,13432
"2018, April 18, Wednesday 03:12:41 PM","2014, April 01, Tuesday 12:00:00 AM",T4,Departure,Domestic,362783
"2018, April 18, Wednesday 03:12:41 PM","2014, November 01, Saturday 12:00:00 AM",T2,Departure,International,169511
"2018, April 18, Wednesday 03:12:41 PM","2009, July 01, Wednesday 12:00:00 AM",TBIT,Arrival,Domestic,8369
"2018, April 18, Wednesday 03:12:41 PM","2011, December 01, Thursday 12:00:00 AM",T3,Arrival,International,14796
"2018, April 18, Wednesday 03:12:41 PM","2010, September 01, Wednesday 12:00:00 AM",T4,Departure,International,37248
"2018, April 18, Wednesday 03:12:41 PM","2015, January 01, Thursday 12:00:00 AM",T5,Departure,International,65897
"2018, April 18, Wednesday 03:12:41 PM","2009, September 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,2
"2018, April 18, Wednesday 03:12:41 PM","2015, June 01, Monday 12:00:00 AM",T5,Arrival,International,67743
"2018, April 18, Wednesday 03:12:41 PM","2012, December 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,49949
"2018, April 18, Wednesday 03:12:41 PM","2012, August 01, Wednesday 12:00:00 AM",T4,Departure,Domestic,483077
"2018, April 18, Wednesday 03:12:41 PM","2014, February 01, Saturday 12:00:00 AM",T7,Arrival,Domestic,209439
"2018, April 18, Wednesday 03:12:41 PM","2006, December 01, Friday 12:00:00 AM",T5,Departure,International,45877
"2019, July 10, Wednesday 06:01:27 AM","2019, June 01, Saturday 12:00:00 AM",T1,Arrival,Domestic,406842
"2018, April 18, Wednesday 03:12:41 PM","2008, November 01, Saturday 12:00:00 AM",T8,Departure,International,2898
"2018, April 18, Wednesday 03:12:41 PM","2011, July 01, Friday 12:00:00 AM",T7,Departure,Domestic,260912
"2018, April 18, Wednesday 03:12:41 PM","2010, November 01, Monday 12:00:00 AM",T4,Departure,International,39348
"2018, April 18, Wednesday 03:12:41 PM","2008, May 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,119
"2018, July 11, Wednesday 02:24:22 PM","2018, May 01, Tuesday 12:00:00 AM",T5,Departure,Domestic,416328
"2018, April 18, Wednesday 03:12:41 PM","2011, February 01, Tuesday 12:00:00 AM",T1,Departure,Domestic,313228
"2018, April 18, Wednesday 03:12:41 PM","2013, July 01, Monday 12:00:00 AM",T2,Departure,International,248515
"2018, April 18, Wednesday 03:12:41 PM","2007, October 01, Monday 12:00:00 AM",T5,Departure,Domestic,209813
"2018, April 18, Wednesday 03:12:41 PM","2015, January 01, Thursday 12:00:00 AM",T6,Departure,Domestic,263585
"2018, April 18, Wednesday 03:12:41 PM","2006, January 01, Sunday 12:00:00 AM",T4,Arrival,International,68348
"2018, April 18, Wednesday 03:12:41 PM","2007, December 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,387
"2018, April 18, Wednesday 03:12:41 PM","2014, September 01, Monday 12:00:00 AM",T2,Departure,Domestic,38839
"2018, April 18, Wednesday 03:12:41 PM","2017, April 01, Saturday 12:00:00 AM",T5,Arrival,International,63947
"2018, April 18, Wednesday 03:12:41 PM","2011, November 01, Tuesday 12:00:00 AM",T5,Departure,International,19220
"2018, April 18, Wednesday 03:12:41 PM","2008, November 01, Saturday 12:00:00 AM",T2,Departure,Domestic,89389
"2018, April 18, Wednesday 03:12:41 PM","2012, September 01, Saturday 12:00:00 AM",T4,Departure,International,36388
"2018, April 18, Wednesday 03:12:41 PM","2012, September 01, Saturday 12:00:00 AM",T5,Arrival,International,38663
"2018, April 18, Wednesday 03:12:41 PM","2017, June 01, Thursday 12:00:00 AM",T6,Departure,Domestic,282888
"2018, April 18, Wednesday 03:12:41 PM","2011, May 01, Sunday 12:00:00 AM",TBIT,Departure,International,321766
"2018, April 18, Wednesday 03:12:41 PM","2010, February 01, Monday 12:00:00 AM",T7,Departure,International,21367
"2018, April 18, Wednesday 03:12:41 PM","2015, May 01, Friday 12:00:00 AM",T4,Departure,International,41534
"2018, April 18, Wednesday 03:12:41 PM","2017, October 01, Sunday 12:00:00 AM",T7,Arrival,Domestic,323286
"2018, April 18, Wednesday 03:12:41 PM","2006, October 01, Sunday 12:00:00 AM",T5,Departure,International,24564
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",TBIT,Arrival,International,332217
"2019, January 30, Wednesday 07:34:09 AM","2018, December 01, Saturday 12:00:00 AM",T5,Departure,Domestic,403418
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",T1,Departure,Domestic,401875
"2018, April 18, Wednesday 03:12:41 PM","2014, May 01, Thursday 12:00:00 AM",T6,Departure,Domestic,286334
"2020, September 28, Monday 04:07:45 PM","2020, August 01, Saturday 12:00:00 AM",T7,Departure,Domestic,112945
"2018, April 18, Wednesday 03:12:41 PM","2014, November 01, Saturday 12:00:00 AM",T2,Departure,Domestic,36030
"2018, April 18, Wednesday 03:12:41 PM","2014, February 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,71183
"2018, April 18, Wednesday 03:12:41 PM","2012, June 01, Friday 12:00:00 AM",T2,Arrival,Domestic,30940
"2018, April 18, Wednesday 03:12:41 PM","2007, March 01, Thursday 12:00:00 AM",T8,Arrival,Domestic,125657
"2018, April 18, Wednesday 03:12:41 PM","2015, September 01, Tuesday 12:00:00 AM",T4,Arrival,International,1900
"2018, August 21, Tuesday 11:02:45 AM","2018, July 01, Sunday 12:00:00 AM",T1,Arrival,Domestic,422807
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",TBIT,Departure,International,400715
"2018, April 18, Wednesday 03:12:41 PM","2010, February 01, Monday 12:00:00 AM",T3,Departure,International,61317
"2018, April 18, Wednesday 03:12:41 PM","2009, March 01, Sunday 12:00:00 AM",T3,Departure,International,55441
"2020, May 10, Sunday 06:01:34 AM","2020, April 01, Wednesday 12:00:00 AM",T6,Arrival,International,668
"2018, April 18, Wednesday 03:12:41 PM","2012, August 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,92
"2020, May 04, Monday 06:39:48 AM","2020, March 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,International,3527
"2018, April 18, Wednesday 03:12:41 PM","2013, August 01, Thursday 12:00:00 AM",T8,Departure,Domestic,137463
"2018, April 18, Wednesday 03:12:41 PM","2010, April 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,14
"2018, April 18, Wednesday 03:12:41 PM","2012, September 01, Saturday 12:00:00 AM",T6,Arrival,Domestic,273651
"2018, April 18, Wednesday 03:12:41 PM","2006, August 01, Tuesday 12:00:00 AM",T6,Arrival,International,9858
"2018, April 18, Wednesday 03:12:41 PM","2009, June 01, Monday 12:00:00 AM",T5,Departure,International,26479
"2019, August 23, Friday 03:41:00 PM","2019, July 01, Monday 12:00:00 AM",Miscellaneous Terminal,Departure,International,6532
"2018, April 18, Wednesday 03:12:41 PM","2007, August 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,211847
"2019, November 26, Tuesday 01:26:41 PM","2019, October 01, Tuesday 12:00:00 AM",T3,Departure,Domestic,279045
"2018, September 26, Wednesday 09:27:08 AM","2018, August 01, Wednesday 12:00:00 AM",T1,Departure,Domestic,430453
"2018, April 18, Wednesday 03:12:41 PM","2011, November 01, Tuesday 12:00:00 AM",T7,Arrival,International,30576
"2018, April 18, Wednesday 03:12:41 PM","2011, June 01, Wednesday 12:00:00 AM",T1,Arrival,Domestic,402323
"2019, April 29, Monday 01:10:30 PM","2019, March 01, Friday 12:00:00 AM",TBIT,Departure,International,657435
"2018, April 18, Wednesday 03:12:41 PM","2012, November 01, Thursday 12:00:00 AM",T7,Departure,Domestic,198465
"2018, April 18, Wednesday 03:12:41 PM","2006, July 01, Saturday 12:00:00 AM",T6,Departure,Domestic,266116
"2018, April 18, Wednesday 03:12:41 PM","2015, December 01, Tuesday 12:00:00 AM",T2,Arrival,International,158941
"2018, April 18, Wednesday 03:12:41 PM","2013, November 01, Friday 12:00:00 AM",T2,Arrival,Domestic,27420
"2019, November 26, Tuesday 01:26:41 PM","2019, October 01, Tuesday 12:00:00 AM",T3,Departure,International,41048
"2018, April 18, Wednesday 03:12:41 PM","2015, November 01, Sunday 12:00:00 AM",TBIT,Arrival,Domestic,12248
"2018, April 18, Wednesday 03:12:41 PM","2013, June 01, Saturday 12:00:00 AM",T2,Departure,International,222091
"2018, April 18, Wednesday 03:12:41 PM","2011, May 01, Sunday 12:00:00 AM",T4,Arrival,Domestic,437546
"2018, November 10, Saturday 06:01:27 AM","2018, October 01, Monday 12:00:00 AM",T1,Arrival,Domestic,426632
"2019, March 14, Thursday 06:45:08 AM","2019, February 01, Friday 12:00:00 AM",T4,Departure,Domestic,313939
"2020, June 01, Monday 07:57:59 AM","2020, April 01, Wednesday 12:00:00 AM",T5,Arrival,Domestic,27103
"2018, April 18, Wednesday 03:12:41 PM","2015, August 01, Saturday 12:00:00 AM",T4,Arrival,Domestic,382669
"2018, April 18, Wednesday 03:12:41 PM","2006, June 01, Thursday 12:00:00 AM",T1,Departure,Domestic,460256
"2019, July 18, Thursday 06:18:08 AM","2019, June 01, Saturday 12:00:00 AM",T6,Arrival,Domestic,258837
"2018, April 18, Wednesday 03:12:41 PM","2009, March 01, Sunday 12:00:00 AM",TBIT,Arrival,Domestic,3866
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",T7,Arrival,Domestic,269849
"2018, April 18, Wednesday 03:12:41 PM","2016, June 01, Wednesday 12:00:00 AM",T5,Arrival,International,68512
"2018, April 18, Wednesday 03:12:41 PM","2014, May 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,79634
"2018, April 18, Wednesday 03:12:41 PM","2009, July 01, Wednesday 12:00:00 AM",TBIT,Arrival,International,473470
"2018, April 18, Wednesday 03:12:41 PM","2010, June 01, Tuesday 12:00:00 AM",T3,Departure,International,59819
"2018, April 18, Wednesday 03:12:41 PM","2008, September 01, Monday 12:00:00 AM",T2,Departure,International,159584
"2019, November 10, Sunday 06:01:31 AM","2019, September 01, Sunday 12:00:00 AM",T6,Arrival,International,75875
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T5,Arrival,International,33732
"2018, April 18, Wednesday 03:12:41 PM","2016, October 01, Saturday 12:00:00 AM",T6,Departure,Domestic,320293
"2018, April 18, Wednesday 03:12:41 PM","2010, November 01, Monday 12:00:00 AM",T8,Arrival,International,3217
"2019, April 10, Wednesday 06:01:25 AM","2019, March 01, Friday 12:00:00 AM",T8,Arrival,Domestic,144933
"2020, April 10, Friday 06:01:22 AM","2020, March 01, Sunday 12:00:00 AM",T4,Arrival,Domestic,211027
"2018, April 18, Wednesday 03:12:41 PM","2008, March 01, Saturday 12:00:00 AM",Imperial Terminal,Arrival,Domestic,140
"2018, April 18, Wednesday 03:12:41 PM","2013, September 01, Sunday 12:00:00 AM",T6,Arrival,International,11153
"2018, April 18, Wednesday 03:12:41 PM","2007, August 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,2
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",T2,Arrival,Domestic,30949
"2018, April 18, Wednesday 03:12:41 PM","2015, February 01, Sunday 12:00:00 AM",T6,Departure,International,46575
"2018, April 18, Wednesday 03:12:41 PM","2016, November 01, Tuesday 12:00:00 AM",T8,Departure,Domestic,139378
"2018, April 18, Wednesday 03:12:41 PM","2018, January 01, Monday 12:00:00 AM",T7,Arrival,International,73843
"2018, April 18, Wednesday 03:12:41 PM","2017, May 01, Monday 12:00:00 AM",T2,Departure,International,171463
"2018, April 18, Wednesday 03:12:41 PM","2012, May 01, Tuesday 12:00:00 AM",T3,Arrival,Domestic,177371
"2018, April 18, Wednesday 03:12:41 PM","2018, March 01, Thursday 12:00:00 AM",T2,Arrival,Domestic,197411
"2018, April 18, Wednesday 03:12:41 PM","2009, September 01, Tuesday 12:00:00 AM",T8,Departure,Domestic,104439
"2018, April 18, Wednesday 03:12:41 PM","2012, March 01, Thursday 12:00:00 AM",T4,Arrival,Domestic,434864
"2018, April 18, Wednesday 03:12:41 PM","2016, December 01, Thursday 12:00:00 AM",T6,Arrival,International,11005
"2018, April 18, Wednesday 03:12:41 PM","2015, December 01, Tuesday 12:00:00 AM",T1,Arrival,Domestic,391622
"2018, April 18, Wednesday 03:12:41 PM","2010, June 01, Tuesday 12:00:00 AM",T6,Departure,Domestic,282783
"2018, April 18, Wednesday 03:12:41 PM","2013, August 01, Thursday 12:00:00 AM",T6,Arrival,Domestic,310526
"2018, April 18, Wednesday 03:12:41 PM","2015, August 01, Saturday 12:00:00 AM",T5,Departure,International,75300
"2018, April 18, Wednesday 03:12:41 PM","2010, October 01, Friday 12:00:00 AM",T1,Arrival,Domestic,378946
"2018, April 18, Wednesday 03:12:41 PM","2017, June 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Departure,International,2314
"2018, April 18, Wednesday 03:12:41 PM","2008, August 01, Friday 12:00:00 AM",T4,Arrival,Domestic,425460
"2018, April 18, Wednesday 03:12:41 PM","2016, September 01, Thursday 12:00:00 AM",T8,Arrival,Domestic,152444
"2020, April 08, Wednesday 09:58:08 AM","2020, February 01, Saturday 12:00:00 AM",T2,Arrival,International,63432
"2018, April 18, Wednesday 03:12:41 PM","2010, August 01, Sunday 12:00:00 AM",T7,Arrival,International,28818
"2018, April 18, Wednesday 03:12:41 PM","2009, April 01, Wednesday 12:00:00 AM",T7,Departure,Domestic,295252
"2018, April 18, Wednesday 03:12:41 PM","2007, December 01, Saturday 12:00:00 AM",Imperial Terminal,Arrival,International,61
"2018, April 18, Wednesday 03:12:41 PM","2010, April 01, Thursday 12:00:00 AM",T7,Arrival,International,20215
"2018, April 18, Wednesday 03:12:41 PM","2007, February 01, Thursday 12:00:00 AM",T5,Departure,Domestic,130205
"2018, April 18, Wednesday 03:12:41 PM","2009, February 01, Sunday 12:00:00 AM",T3,Departure,International,45546
"2018, April 18, Wednesday 03:12:41 PM","2015, November 01, Sunday 12:00:00 AM",T7,Departure,International,37782
"2018, April 18, Wednesday 03:12:41 PM","2007, September 01, Saturday 12:00:00 AM",T2,Departure,International,170102
"2018, April 18, Wednesday 03:12:41 PM","2006, September 01, Friday 12:00:00 AM",T2,Departure,Domestic,93291
"2020, April 08, Wednesday 09:58:08 AM","2020, February 01, Saturday 12:00:00 AM",T4,Departure,Domestic,335524
"2018, April 18, Wednesday 03:12:41 PM","2011, February 01, Tuesday 12:00:00 AM",T7,Arrival,Domestic,194391
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T7,Arrival,International,27450
"2018, April 18, Wednesday 03:12:41 PM","2017, August 01, Tuesday 12:00:00 AM",T8,Departure,International,12053
"2018, April 18, Wednesday 03:12:41 PM","2012, October 01, Monday 12:00:00 AM",T4,Departure,International,40590
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T3,Arrival,International,0
"2018, April 18, Wednesday 03:12:41 PM","2017, September 01, Friday 12:00:00 AM",T3,Departure,International,21136
"2018, April 18, Wednesday 03:12:41 PM","2011, September 01, Thursday 12:00:00 AM",T4,Departure,Domestic,400632
"2018, April 18, Wednesday 03:12:41 PM","2015, April 01, Wednesday 12:00:00 AM",T5,Arrival,Domestic,348333
"2018, May 10, Thursday 07:49:00 AM","2018, April 01, Sunday 12:00:00 AM",T7,Departure,International,44181
"2018, April 18, Wednesday 03:12:41 PM","2010, January 01, Friday 12:00:00 AM",T2,Arrival,International,170377
"2018, April 18, Wednesday 03:12:41 PM","2014, December 01, Monday 12:00:00 AM",T6,Departure,Domestic,290271
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",T6,Departure,Domestic,305456
"2019, March 14, Thursday 06:45:08 AM","2019, February 01, Friday 12:00:00 AM",T4,Departure,International,67211
"2018, April 18, Wednesday 03:12:41 PM","2017, September 01, Friday 12:00:00 AM",TBIT,Departure,International,670013
"2018, April 18, Wednesday 03:12:41 PM","2006, May 01, Monday 12:00:00 AM",Imperial Terminal,Arrival,Domestic,210
"2018, April 18, Wednesday 03:12:41 PM","2009, March 01, Sunday 12:00:00 AM",T6,Arrival,International,441
"2019, February 10, Sunday 06:01:29 AM","2019, January 01, Tuesday 12:00:00 AM",T7,Arrival,International,63683
