Extract_Date,Report_Period,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
"2018, April 18, Wednesday 03:12:41 PM","2017, February 01, Wednesday 12:00:00 AM",TBIT,Departure,Domestic,21402
"2018, April 18, Wednesday 03:12:41 PM","2007, February 01, Thursday 12:00:00 AM",T7,Departure,International,35543
"2019, June 10, Monday 06:01:29 AM","2019, May 01, Wednesday 12:00:00 AM",T1,Arrival,Domestic,428315
"2018, April 18, Wednesday 03:12:41 PM","2016, June 01, Wednesday 12:00:00 AM",T3,Departure,Domestic,373700
"2018, October 29, Monday 10:20:51 AM","2018, June 01, Friday 12:00:00 AM",T2,Arrival,International,101427
"2018, April 18, Wednesday 03:12:41 PM","2014, December 01, Monday 12:00:00 AM",T3,Arrival,Domestic,240312
"2018, April 18, Wednesday 03:12:41 PM","2010, March 01, Monday 12:00:00 AM",T3,Departure,Domestic,163267
"2018, April 18, Wednesday 03:12:41 PM","2012, October 01, Monday 12:00:00 AM",T6,Departure,Domestic,256462
"2018, April 18, Wednesday 03:12:41 PM","2014, March 01, Saturday 12:00:00 AM",Imperial Terminal,Arrival,Domestic,78
"2018, April 18, Wednesday 03:12:41 PM","2008, June 01, Sunday 12:00:00 AM",T3,Arrival,Domestic,187681
"2018, April 18, Wednesday 03:12:41 PM","2015, March 01, Sunday 12:00:00 AM",T3,Departure,Domestic,236018
"2018, April 18, Wednesday 03:12:41 PM","2012, March 01, Thursday 12:00:00 AM",T5,Arrival,Domestic,257806
"2018, April 18, Wednesday 03:12:41 PM","2014, May 01, Thursday 12:00:00 AM",T5,Arrival,Domestic,338032
"2018, April 18, Wednesday 03:12:41 PM","2008, October 01, Wednesday 12:00:00 AM",T8,Departure,Domestic,103606
"2018, April 18, Wednesday 03:12:41 PM","2009, January 01, Thursday 12:00:00 AM",TBIT,Departure,International,315247
"2018, April 18, Wednesday 03:12:41 PM","2015, November 01, Sunday 12:00:00 AM",T4,Arrival,International,1146
"2018, April 18, Wednesday 03:12:41 PM","2010, July 01, Thursday 12:00:00 AM",TBIT,Departure,International,371369
"2018, April 18, Wednesday 03:12:41 PM","2011, September 01, Thursday 12:00:00 AM",TBIT,Arrival,International,402514
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T8,Departure,Domestic,148154
"2018, April 18, Wednesday 03:12:41 PM","2009, April 01, Wednesday 12:00:00 AM",T3,Departure,International,56512
"2018, April 18, Wednesday 03:12:41 PM","2011, June 01, Wednesday 12:00:00 AM",T3,Departure,International,74730
"2018, April 18, Wednesday 03:12:41 PM","2007, July 01, Sunday 12:00:00 AM",T7,Departure,International,42581
"2018, April 18, Wednesday 03:12:41 PM","2009, September 01, Tuesday 12:00:00 AM",T5,Arrival,International,10130
"2018, April 18, Wednesday 03:12:41 PM","2008, June 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,150
"2018, April 18, Wednesday 03:12:41 PM","2011, April 01, Friday 12:00:00 AM",T7,Departure,Domestic,228456
"2018, April 18, Wednesday 03:12:41 PM","2007, September 01, Saturday 12:00:00 AM",T5,Arrival,International,24653
"2018, April 18, Wednesday 03:12:41 PM","2008, February 01, Friday 12:00:00 AM",T7,Departure,Domestic,203362
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",T2,Arrival,Domestic,41252
"2018, April 18, Wednesday 03:12:41 PM","2015, October 01, Thursday 12:00:00 AM",TBIT,Departure,International,531111
"2020, February 28, Friday 08:21:30 AM","2020, January 01, Wednesday 12:00:00 AM",TBIT,Departure,Domestic,25235
"2018, April 18, Wednesday 03:12:41 PM","2006, February 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,183
"2018, April 18, Wednesday 03:12:41 PM","2006, July 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,8
"2020, January 02, Thursday 10:43:42 AM","2019, November 01, Friday 12:00:00 AM",T5,Departure,Domestic,400231
"2018, April 18, Wednesday 03:12:41 PM","2009, April 01, Wednesday 12:00:00 AM",T3,Departure,Domestic,158064
"2018, April 18, Wednesday 03:12:41 PM","2017, May 01, Monday 12:00:00 AM",T1,Departure,Domestic,407605
"2018, April 18, Wednesday 03:12:41 PM","2008, January 01, Tuesday 12:00:00 AM",T7,Arrival,Domestic,207922
"2018, April 18, Wednesday 03:12:41 PM","2011, February 01, Tuesday 12:00:00 AM",T6,Departure,Domestic,122309
"2018, April 18, Wednesday 03:12:41 PM","2017, July 01, Saturday 12:00:00 AM",T7,Arrival,International,83875
"2018, April 18, Wednesday 03:12:41 PM","2007, December 01, Saturday 12:00:00 AM",T4,Departure,International,41723
"2018, April 18, Wednesday 03:12:41 PM","2015, March 01, Sunday 12:00:00 AM",TBIT,Arrival,International,476843
"2018, April 18, Wednesday 03:12:41 PM","2008, January 01, Tuesday 12:00:00 AM",T5,Arrival,International,32442
"2018, April 18, Wednesday 03:12:41 PM","2014, July 01, Tuesday 12:00:00 AM",T1,Departure,Domestic,385499
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T8,Arrival,International,4285
"2018, April 18, Wednesday 03:12:41 PM","2017, May 01, Monday 12:00:00 AM",T5,Departure,International,25706
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",T7,Departure,Domestic,228208
"2018, April 18, Wednesday 03:12:41 PM","2017, November 01, Wednesday 12:00:00 AM",T1,Arrival,Domestic,414405
"2018, July 11, Wednesday 02:24:22 PM","2018, May 01, Tuesday 12:00:00 AM",T4,Departure,Domestic,346179
"2018, April 18, Wednesday 03:12:41 PM","2008, November 01, Saturday 12:00:00 AM",T5,Arrival,Domestic,158332
"2018, April 18, Wednesday 03:12:41 PM","2018, February 01, Thursday 12:00:00 AM",T3,Departure,International,18283
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",T2,Departure,International,144960
"2018, April 18, Wednesday 03:12:41 PM","2008, December 01, Monday 12:00:00 AM",T7,Departure,International,32016
"2018, April 18, Wednesday 03:12:41 PM","2012, October 01, Monday 12:00:00 AM",T3,Arrival,Domestic,165918
"2018, April 18, Wednesday 03:12:41 PM","2007, March 01, Thursday 12:00:00 AM",T7,Departure,Domestic,289375
"2018, April 18, Wednesday 03:12:41 PM","2014, March 01, Saturday 12:00:00 AM",T5,Arrival,International,48874
"2018, April 18, Wednesday 03:12:41 PM","2009, November 01, Sunday 12:00:00 AM",T7,Arrival,International,15991
"2018, April 18, Wednesday 03:12:41 PM","2013, March 01, Friday 12:00:00 AM",T4,Departure,International,37029
"2019, March 14, Thursday 06:45:08 AM","2019, February 01, Friday 12:00:00 AM",T3,Departure,International,43479
"2018, April 18, Wednesday 03:12:41 PM","2009, August 01, Saturday 12:00:00 AM",T4,Arrival,International,31135
"2018, July 11, Wednesday 02:24:22 PM","2018, May 01, Tuesday 12:00:00 AM",T7,Arrival,International,66755
"2018, April 18, Wednesday 03:12:41 PM","2016, October 01, Saturday 12:00:00 AM",T4,Arrival,Domestic,362097
"2021, January 10, Sunday 06:01:37 AM","2020, December 01, Tuesday 12:00:00 AM",T2,Departure,Domestic,195027
"2018, April 18, Wednesday 03:12:41 PM","2007, August 01, Wednesday 12:00:00 AM",T1,Departure,Domestic,499295
"2018, April 18, Wednesday 03:12:41 PM","2007, November 01, Thursday 12:00:00 AM",T1,Arrival,Domestic,398228
"2018, April 18, Wednesday 03:12:41 PM","2017, May 01, Monday 12:00:00 AM",T5,Departure,Domestic,416787
"2018, April 18, Wednesday 03:12:41 PM","2009, January 01, Thursday 12:00:00 AM",T4,Departure,Domestic,334931
"2018, April 18, Wednesday 03:12:41 PM","2013, February 01, Friday 12:00:00 AM",T3,Departure,Domestic,141864
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",T2,Departure,International,159024
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T7,Departure,Domestic,276619
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,1
"2018, April 18, Wednesday 03:12:41 PM","2009, June 01, Monday 12:00:00 AM",T7,Arrival,International,22554
"2018, April 18, Wednesday 03:12:41 PM","2008, January 01, Tuesday 12:00:00 AM",T4,Departure,International,42244
"2018, April 18, Wednesday 03:12:41 PM","2016, July 01, Friday 12:00:00 AM",T8,Arrival,International,6274
"2020, August 10, Monday 06:01:25 AM","2020, July 01, Wednesday 12:00:00 AM",T6,Arrival,International,6599
"2020, December 07, Monday 01:58:36 PM","2020, October 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,10
"2018, April 18, Wednesday 03:12:41 PM","2007, February 01, Thursday 12:00:00 AM",T6,Arrival,Domestic,181432
"2018, April 18, Wednesday 03:12:41 PM","2013, May 01, Wednesday 12:00:00 AM",TBIT,Departure,International,367529
"2018, April 18, Wednesday 03:12:41 PM","2014, December 01, Monday 12:00:00 AM",T7,Arrival,Domestic,320845
"2018, April 18, Wednesday 03:12:41 PM","2011, September 01, Thursday 12:00:00 AM",T7,Departure,Domestic,205318
"2018, April 18, Wednesday 03:12:41 PM","2008, March 01, Saturday 12:00:00 AM",Imperial Terminal,Departure,Domestic,187
"2018, April 18, Wednesday 03:12:41 PM","2009, October 01, Thursday 12:00:00 AM",T3,Arrival,Domestic,162632
"2019, April 29, Monday 01:10:30 PM","2018, March 01, Thursday 12:00:00 AM",TBIT,Arrival,International,716477
"2018, April 18, Wednesday 03:12:41 PM","2013, April 01, Monday 12:00:00 AM",T4,Departure,International,33184
"2018, April 18, Wednesday 03:12:41 PM","2016, May 01, Sunday 12:00:00 AM",T2,Departure,International,199427
"2020, December 07, Monday 01:58:36 PM","2020, October 01, Thursday 12:00:00 AM",T6,Arrival,Domestic,58428
"2018, April 18, Wednesday 03:12:41 PM","2013, May 01, Wednesday 12:00:00 AM",T2,Departure,International,196840
"2018, April 18, Wednesday 03:12:41 PM","2015, December 01, Tuesday 12:00:00 AM",TBIT,Arrival,Domestic,14062
"2018, April 18, Wednesday 03:12:41 PM","2016, November 01, Tuesday 12:00:00 AM",T6,Arrival,Domestic,292918
"2018, April 18, Wednesday 03:12:41 PM","2006, October 01, Sunday 12:00:00 AM",T3,Arrival,Domestic,146297
"2020, October 10, Saturday 06:01:21 AM","2020, September 01, Tuesday 12:00:00 AM",TBIT,Departure,Domestic,14079
"2018, April 18, Wednesday 03:12:41 PM","2006, August 01, Tuesday 12:00:00 AM",T3,Arrival,International,26357
"2021, March 03, Wednesday 10:48:12 AM","2021, January 01, Friday 12:00:00 AM",TBIT,Arrival,Domestic,6446
"2018, April 18, Wednesday 03:12:41 PM","2012, July 01, Sunday 12:00:00 AM",TBIT,Departure,International,382286
"2018, April 18, Wednesday 03:12:41 PM","2011, July 01, Friday 12:00:00 AM",T5,Departure,Domestic,264082
"2018, April 18, Wednesday 03:12:41 PM","2012, November 01, Thursday 12:00:00 AM",TBIT,Departure,International,303817
"2018, April 18, Wednesday 03:12:41 PM","2006, January 01, Sunday 12:00:00 AM",T5,Departure,International,25531
"2019, June 24, Monday 01:17:06 PM","2019, May 01, Wednesday 12:00:00 AM",T7,Arrival,Domestic,344730
"2018, April 18, Wednesday 03:12:41 PM","2012, December 01, Saturday 12:00:00 AM",T5,Arrival,International,39595
"2018, April 18, Wednesday 03:12:41 PM","2015, February 01, Sunday 12:00:00 AM",T3,Arrival,Domestic,194916
"2018, April 18, Wednesday 03:12:41 PM","2014, June 01, Sunday 12:00:00 AM",T8,Arrival,International,2737
"2018, April 18, Wednesday 03:12:41 PM","2007, October 01, Monday 12:00:00 AM",T4,Departure,Domestic,405240
"2018, April 18, Wednesday 03:12:41 PM","2010, July 01, Thursday 12:00:00 AM",T7,Arrival,Domestic,267907
"2018, April 18, Wednesday 03:12:41 PM","2015, January 01, Thursday 12:00:00 AM",T4,Arrival,International,12387
"2018, April 18, Wednesday 03:12:41 PM","2013, March 01, Friday 12:00:00 AM",T8,Departure,International,3845
"2018, April 18, Wednesday 03:12:41 PM","2014, September 01, Monday 12:00:00 AM",T2,Departure,International,189669
"2018, April 18, Wednesday 03:12:41 PM","2009, April 01, Wednesday 12:00:00 AM",T5,Arrival,Domestic,155998
"2018, April 18, Wednesday 03:12:41 PM","2012, May 01, Tuesday 12:00:00 AM",T7,Departure,International,38201
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",T4,Arrival,Domestic,368491
"2019, January 10, Thursday 06:01:19 AM","2018, December 01, Saturday 12:00:00 AM",T3,Departure,Domestic,262430
"2018, April 18, Wednesday 03:12:41 PM","2017, November 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,367380
"2019, July 18, Thursday 06:18:08 AM","2019, June 01, Saturday 12:00:00 AM",T3,Departure,Domestic,326146
"2018, April 18, Wednesday 03:12:41 PM","2014, March 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,82175
"2018, April 18, Wednesday 03:12:41 PM","2012, March 01, Thursday 12:00:00 AM",T2,Arrival,Domestic,25554
"2018, April 18, Wednesday 03:12:41 PM","2017, July 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Departure,International,2421
"2018, April 18, Wednesday 03:12:41 PM","2012, September 01, Saturday 12:00:00 AM",T8,Departure,International,3030
"2018, April 18, Wednesday 03:12:41 PM","2011, June 01, Wednesday 12:00:00 AM",T2,Departure,Domestic,33867
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",T1,Arrival,Domestic,383292
"2018, April 18, Wednesday 03:12:41 PM","2006, February 01, Wednesday 12:00:00 AM",TBIT,Arrival,International,323229
"2019, March 14, Thursday 06:45:08 AM","2019, February 01, Friday 12:00:00 AM",T5,Departure,International,158
"2018, April 18, Wednesday 03:12:41 PM","2011, April 01, Friday 12:00:00 AM",T2,Arrival,Domestic,21201
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",T2,Departure,Domestic,38413
"2018, April 18, Wednesday 03:12:41 PM","2012, February 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,174
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,102
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",T7,Departure,Domestic,287364
"2020, April 08, Wednesday 09:58:08 AM","2020, February 01, Saturday 12:00:00 AM",TBIT,Arrival,International,541563
"2018, October 29, Monday 10:20:51 AM","2016, June 01, Wednesday 12:00:00 AM",T2,Arrival,International,201446
"2018, April 18, Wednesday 03:12:41 PM","2006, January 01, Sunday 12:00:00 AM",T7,Departure,International,43104
"2018, April 18, Wednesday 03:12:41 PM","2011, September 01, Thursday 12:00:00 AM",T4,Arrival,Domestic,404050
"2018, April 18, Wednesday 03:12:41 PM","2013, August 01, Thursday 12:00:00 AM",T4,Departure,Domestic,399545
"2018, April 18, Wednesday 03:12:41 PM","2008, November 01, Saturday 12:00:00 AM",T5,Departure,Domestic,160763
"2018, April 18, Wednesday 03:12:41 PM","2010, February 01, Monday 12:00:00 AM",T8,Departure,International,6000
"2018, December 26, Wednesday 06:52:40 AM","2018, November 01, Thursday 12:00:00 AM",T5,Departure,Domestic,389079
"2018, April 18, Wednesday 03:12:41 PM","2011, April 01, Friday 12:00:00 AM",T4,Departure,Domestic,403107
"2018, April 18, Wednesday 03:12:41 PM","2010, April 01, Thursday 12:00:00 AM",T6,Departure,International,13982
"2018, April 18, Wednesday 03:12:41 PM","2010, November 01, Monday 12:00:00 AM",T2,Departure,International,180185
"2018, April 18, Wednesday 03:12:41 PM","2006, March 01, Wednesday 12:00:00 AM",T3,Arrival,Domestic,139916
"2018, April 18, Wednesday 03:12:41 PM","2011, December 01, Thursday 12:00:00 AM",T4,Arrival,Domestic,407282
"2020, September 10, Thursday 06:01:23 AM","2020, August 01, Saturday 12:00:00 AM",T1,Arrival,Domestic,126475
"2018, April 18, Wednesday 03:12:41 PM","2017, January 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,109727
"2018, July 11, Wednesday 02:24:22 PM","2018, May 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,125139
"2018, October 29, Monday 10:20:51 AM","2017, August 01, Tuesday 12:00:00 AM",TBIT,Arrival,International,870062
"2018, April 18, Wednesday 03:12:41 PM","2006, March 01, Wednesday 12:00:00 AM",T3,Departure,Domestic,137800
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T2,Departure,Domestic,31759
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",TBIT,Departure,International,279010
"2018, April 18, Wednesday 03:12:41 PM","2007, March 01, Thursday 12:00:00 AM",Imperial Terminal,Departure,Domestic,43
"2018, April 18, Wednesday 03:12:41 PM","2006, February 01, Wednesday 12:00:00 AM",T3,Departure,Domestic,115461
"2019, November 14, Thursday 03:00:43 PM","2019, October 01, Tuesday 12:00:00 AM",T8,Departure,Domestic,137502
"2018, April 18, Wednesday 03:12:41 PM","2007, October 01, Monday 12:00:00 AM",T7,Departure,International,34897
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",T7,Arrival,Domestic,234159
"2018, April 18, Wednesday 03:12:41 PM","2007, October 01, Monday 12:00:00 AM",TBIT,Departure,International,371276
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T8,Arrival,Domestic,151455
"2018, April 18, Wednesday 03:12:41 PM","2014, October 01, Wednesday 12:00:00 AM",T7,Arrival,International,57126
"2018, April 18, Wednesday 03:12:41 PM","2012, October 01, Monday 12:00:00 AM",T5,Arrival,Domestic,250136
"2019, January 30, Wednesday 07:34:09 AM","2018, December 01, Saturday 12:00:00 AM",T7,Arrival,International,62310
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",T7,Departure,Domestic,245782
"2018, April 18, Wednesday 03:12:41 PM","2017, October 01, Sunday 12:00:00 AM",TBIT,Departure,Domestic,21143
"2018, April 18, Wednesday 03:12:41 PM","2011, April 01, Friday 12:00:00 AM",T1,Departure,Domestic,376643
"2019, November 26, Tuesday 01:26:41 PM","2019, October 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,114035
"2019, January 30, Wednesday 07:34:09 AM","2018, December 01, Saturday 12:00:00 AM",T7,Departure,Domestic,350768
"2018, April 18, Wednesday 03:12:41 PM","2010, June 01, Tuesday 12:00:00 AM",T3,Departure,Domestic,181942
"2018, April 18, Wednesday 03:12:41 PM","2017, April 01, Saturday 12:00:00 AM",T3,Arrival,Domestic,348387
"2018, April 18, Wednesday 03:12:41 PM","2009, September 01, Tuesday 12:00:00 AM",T8,Arrival,Domestic,103867
"2018, April 18, Wednesday 03:12:41 PM","2006, June 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,66
"2019, July 18, Thursday 06:18:08 AM","2019, June 01, Saturday 12:00:00 AM",T4,Departure,International,79048
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",T8,Arrival,International,4791
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T8,Departure,Domestic,116453
"2018, April 18, Wednesday 03:12:41 PM","2010, September 01, Wednesday 12:00:00 AM",T3,Arrival,International,17783
"2018, November 25, Sunday 11:40:39 AM","2018, October 01, Monday 12:00:00 AM",T4,Arrival,Domestic,375859
"2019, October 10, Thursday 06:01:25 AM","2019, September 01, Sunday 12:00:00 AM",T8,Arrival,International,4337
"2018, April 18, Wednesday 03:12:41 PM","2018, February 01, Thursday 12:00:00 AM",T2,Departure,International,90964
"2018, April 18, Wednesday 03:12:41 PM","2008, September 01, Monday 12:00:00 AM",T6,Arrival,Domestic,235662
"2018, April 18, Wednesday 03:12:41 PM","2016, August 01, Monday 12:00:00 AM",TBIT,Arrival,Domestic,20481
